forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor||,gate_road||,forest_floor||,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|
forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor||,gate_road||,forest_floor||,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|
forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor||,gate_road||,forest_floor||,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|
forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,gate_road|gate_n|enemy_threshold_n,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,grass||,flower_grass||,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|
forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,grass||,gate_road||,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|
forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,flower_grass||,flower_grass||,flower_grass|tree_conifer|,grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass|magic_patch|,flower_grass||,flower_grass||,flower_grass||,gate_road||,flower_grass||,flower_grass||,grass||,flower_grass|grass_tuft|,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass|tree_broadleaf|,flower_grass||,grass||,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|
forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,flower_grass||,flower_grass|flowers|,flower_grass||,grass||,flower_grass|rock_large|,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,gate_road||,flower_grass||,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass|bush|,flower_grass||,flower_grass|flowers|,flower_grass||,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|
forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,grass||,flower_grass||,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass|lamp|,flower_grass||,flower_grass||,gate_road||,flower_grass||,flower_grass||,flower_grass||,grass||,flower_grass|lamp|,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass||,forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|
forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,flower_grass||,flower_grass||,flower_grass||,flower_grass||,grass||,flower_grass||,flower_grass||,stone_road||,grass||,flower_grass|grass_tuft|,flower_grass||,stone_road||,grass||,flower_grass|magic_patch|,flower_grass||,flower_grass||,grass||,stone_road||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|,forest_floor|tree_conifer|
forest_floor|tree_conifer|,forest_floor|tree_conifer|,forest_floor|tree_conifer|,flower_grass||,grass||,flower_grass||,flower_grass||,flower_grass|cottage|,grass||,flower_grass||,stone_road||,flower_grass||,flower_grass||,flower_grass||,stone_road||,flower_grass||,flower_grass||,flower_grass||,flower_grass||,grass||,stone_road||,flower_grass|bakery|,flower_grass||,grass||,flower_grass||,flower_grass||,forest_floor|tree_conifer|,forest_floor|tree_broadleaf|,forest_floor|tree_conifer|
